69;35;94
69;67;23
27;38;31
39;98;84
77;45;32
96;95;94
94;81;76
38;53;10
12;90;96
87;33;42
81;94;41
97;20;50
69;56;87
80;60;71
69;56;84
43;97;70
35;28;35
94;78;29
82;35;43
62;73;22
38;25;34
74;26;66
37;34;53
76;93;16
61;67;51
10;59;42
27;42;46
99;50;63
19;43;16
40;25;47
28;14;52
14;72;56
56;23;56
85;38;61
16;10;21
70;23;81
53;45;69
66;79;18
97;47;28
80;18;37
34;69;20
47;28;37
91;48;28
48;36;76
89;84;83
52;78;18
22;10;74
39;18;46
45;88;92
55;20;38
60;29;48
79;12;77
29;81;94
51;89;35
65;62;38
55;35;23
22;32;20
15;25;10
64;36;51
31;33;25
75;11;85
60;10;42
45;33;65
61;17;28
66;96;56
15;77;40
58;55;49
48;62;53
48;48;39
59;43;21
75;82;21
18;13;12
85;21;72
49;30;61
15;28;50
64;39;70
43;88;98
68;31;13
86;74;92
56;24;54
54;99;94
67;81;51
43;34;45
83;11;54
77;55;29
90;56;59
53;41;95
71;81;24
42;74;79
90;20;79
61;51;42
71;60;43
37;45;18
58;80;79
46;46;46
59;98;24
20;63;67
90;46;95
70;81;27
84;94;64
56;90;60
36;59;41
16;10;29
95;99;11
13;19;23
32;41;56
75;12;75
42;91;57
22;64;34
62;54;40
41;91;97
17;78;53
52;38;36
12;98;11
72;85;90
27;10;96
15;33;79
51;63;22
85;78;38
72;98;72
57;52;27
11;76;10
93;68;94
45;39;85
34;20;39
16;84;69
38;70;49
66;38;41
78;11;80
88;80;10
35;81;24
25;64;20
86;56;42
50;32;86
13;91;97
26;89;17
86;38;27
37;58;53
19;74;52
16;37;50
67;57;28
57;42;72
60;91;15
60;73;80
92;73;42
45;51;72
59;71;34
55;32;54
59;34;15
93;28;26
66;58;51
50;76;11
52;98;48
89;38;23
40;49;10
26;23;69
19;48;61
67;94;77
69;69;69
34;98;53
45;41;73
67;76;53
49;73;19
46;48;32
14;25;16
80;26;73
12;73;35
74;51;49
90;21;83
10;22;40
56;59;30
24;27;79
87;70;91
35;71;29
88;83;27
30;43;29
92;74;82
70;88;43
21;13;98
20;94;30
39;22;69
50;39;91
65;20;31
11;52;37
65;43;45
99;63;15
55;71;74
50;34;56
64;72;55
71;88;48
87;43;16
63;22;57
38;44;16
80;72;83
33;65;98
59;54;33
28;16;21
62;40;40
11;21;17
76;67;76
71;17;73
58;26;87
39;40;55
28;41;26
32;30;85
29;17;54
54;51;60
33;42;82
86;92;23
91;18;76
62;36;91
93;10;67
29;23;90
42;25;67
66;36;45
70;91;47
15;53;20
55;41;38
42;76;51
95;48;72
63;70;34
72;47;75
57;45;57
50;57;79
28;98;46
97;54;30
23;19;24
60;16;67
80;81;85
47;28;24
70;63;66
12;51;12
75;95;94
39;88;70
67;35;34
33;35;20
80;67;59
78;88;57
54;90;58
39;52;93
45;38;13
71;42;56
18;92;90
30;83;46
79;87;86
53;28;38
16;97;61
56;49;12
93;46;52
93;69;95
63;14;83
79;76;89
36;84;67
18;55;36
25;64;98
99;98;30
13;60;89
77;79;17
46;77;39
31;89;52
98;18;17
65;38;39
74;57;24
26;51;11
44;69;17
35;87;71
70;84;81
54;73;17
37;47;86
84;26;89
35;73;27
40;78;64
73;70;73
83;39;88
96;97;45
72;59;89
19;98;59
78;85;70
21;89;40
63;65;56
75;24;88
54;53;84
53;41;11
79;67;47
75;12;87
38;32;71
26;96;99
93;27;16
49;92;61
50;25;44
48;24;86
90;50;29
20;93;52
22;49;86
90;68;39
93;24;94
30;86;50
62;37;99
62;98;50
69;49;45
86;56;93
94;32;44
62;24;22
78;60;57
86;35;37
19;82;13
56;89;76
41;98;83
65;59;81
72;81;15
38;57;54
65;98;61
27;73;81
89;64;97
23;62;22
86;62;48
27;18;85
49;36;57
93;56;48
41;76;53
24;15;59
67;49;36
56;58;86
67;48;76
89;98;86
71;77;32
72;81;73
77;44;14
92;38;78
38;73;27
26;32;11
86;86;53
42;37;61
11;61;65
83;81;63
32;20;51
58;44;69
51;99;82
33;79;50
39;90;55
82;67;95
26;94;28
48;70;79
75;19;36
39;46;93
21;55;96
66;77;81
61;80;56
11;69;25
96;93;95
40;53;91
44;70;43
81;94;70
78;47;83
48;63;82
21;35;56
59;36;56
55;41;90
51;72;93
37;91;79
53;83;32
35;67;31
80;18;25
24;59;48
50;60;22
74;71;61
76;83;10
11;52;48
88;95;82
61;90;91
51;61;77
91;97;97
74;17;75
36;83;70
110;66;88
92;40;82
53;65;42
89;99;19
16;86;94
27;31;88
13;98;88
80;32;65
72;12;75
29;48;94
33;51;76
11;60;34
18;14;92
72;12;81
13;79;72
93;90;90
75;60;45
97;46;79
10;31;22
99;12;56
99;11;85
91;63;61
40;48;28
63;85;29
25;20;84
67;95;62
11;68;78
80;93;24
92;65;10
47;88;29
77;69;40
47;39;92
76;49;46
71;11;39
91;23;25
55;45;35
20;50;31
99;41;53
14;37;76
90;67;62
11;73;57
52;68;54
71;65;96
29;68;53
13;65;30
70;20;66
96;83;98
52;81;40
65;72;97
60;73;38
97;16;99
55;10;43
52;89;16
64;50;73
38;68;30
21;77;24
53;99;89
21;84;72
69;86;69
41;58;45
93;31;72
30;99;17
22;39;31
69;75;76
62;53;79
76;83;55
14;43;30
72;97;33
62;95;23
18;39;75
27;11;83
10;37;79
98;17;31
25;36;19
68;18;42
14;67;90
87;42;25
28;29;11
18;13;92
72;83;10
56;88;43
16;12;83
56;45;57
57;61;27
14;92;90
89;57;83
41;27;87
17;53;97
70;12;25
85;75;34
59;65;90
52;21;75
24;41;36
84;47;66
41;56;47
71;41;12
48;13;14
19;38;91
61;60;29
21;82;42
34;82;98
28;97;35
43;75;96
69;97;34
35;35;35
44;56;59
80;88;89
92;84;46
76;98;54
32;10;68
73;34;99
41;11;11
38;77;78
53;72;28
63;28;69
17;42;99
19;62;41
16;40;77
27;39;66
87;96;29
59;77;45
72;69;40
91;49;27
74;90;34
16;87;13
40;84;15
75;75;75
34;97;61
35;76;44
87;65;28
20;25;26
83;17;44
37;58;85
72;75;12
30;46;30
90;25;31
76;34;97
39;43;12
65;48;17
77;78;26
29;54;11
73;27;26
68;44;62
94;24;69
13;82;63
27;71;44
82;67;24
65;23;61
70;40;45
84;32;97
95;81;12
85;16;44
27;35;36
91;15;10
80;29;34
90;85;35
23;73;46
60;40;53
55;10;67
39;99;34
81;89;57
72;18;90
69;11;79
68;34;31
11;86;43
56;12;47
94;90;99
48;102;90
39;86;38
31;97;19
11;42;55
61;91;12
76;15;48
68;89;54
70;44;86
85;94;13
17;80;10
96;85;47
75;71;36
23;21;29
31;91;17
41;12;82
95;69;43
89;20;54
72;41;88
19;28;14
32;47;51
87;12;83
56;80;94
43;89;68
71;77;55
97;88;30
72;75;72
96;88;39
39;23;72
32;42;55
66;77;72
74;11;56
87;48;70
30;49;91
81;19;90
71;31;69
53;81;92
83;10;64
50;99;17
85;63;11
86;43;35
15;77;68
54;44;95
80;38;49
47;92;54
92;85;60
30;78;92
30;74;11
49;72;86
86;39;60
47;77;31
20;29;21
61;92;21
79;47;25
19;62;66
62;62;62
93;98;36
29;80;85
23;93;41
11;28;54
87;79;89
66;71;71
48;85;93
85;12;36
25;13;75
16;29;14
24;78;32
12;63;51
63;75;80
71;37;86
52;86;55
58;32;52
45;39;34
93;31;18
26;18;51
37;90;40
92;40;35
94;34;58
49;27;93
33;71;88
57;59;24
84;93;68
26;92;33
96;86;38
83;91;16
75;31;21
29;29;29
35;16;45
89;29;82
61;98;96
42;79;88
68;53;15
83;94;53
77;31;73
23;12;96
87;51;75
40;63;13
75;75;75
19;30;54
30;62;99
57;91;71
58;90;55
83;29;34
78;66;81
79;77;28
71;83;77
42;24;98
18;72;12
23;61;54
31;70;40
69;24;65
15;19;29
37;74;11
66;48;51
78;19;35
62;26;62
56;13;35
37;35;81
36;11;46
74;30;61
24;44;50
41;63;44
55;21;10
72;78;30
71;79;40
66;54;84
38;38;38
60;33;53
78;70;34
28;28;28
67;90;93
13;24;43
19;55;60
53;87;78
64;58;45
37;52;38
36;16;32
52;32;14
46;78;54
98;76;57
90;80;85
55;19;92
15;41;33
38;65;55
93;40;73
50;47;22
56;78;78
75;62;17
61;90;73
38;79;87
82;17;35
38;49;41
10;32;28
99;45;80
36;45;58
93;92;74
46;92;90
50;33;16
22;90;47
10;12;61
31;86;99
87;24;57
80;40;73
82;82;49
68;27;28
53;89;39
20;24;66
16;76;53
69;73;31
37;53;32
27;63;44
90;21;35
57;23;69
82;79;70
33;95;51
31;69;97
46;88;83
51;59;25
45;19;59
27;50;89
53;47;33
48;70;12
72;79;58
98;51;32
43;49;63
48;63;33
90;76;37
17;44;25
74;83;93
58;67;70
96;18;86
26;96;76
75;97;85
51;87;66
65;50;27
22;33;32
42;27;58
52;35;63
34;62;16
44;14;44
45;46;66
76;94;27
37;71;84
25;81;25
66;76;54
88;31;99
55;33;67
83;58;36
96;120;72
63;44;55
40;96;95
59;30;49
21;42;78
72;20;63
80;27;67
42;59;42
11;10;88
14;95;58
60;80;23
50;90;96
62;84;85
66;51;12
41;46;19
98;89;57
64;80;48
34;79;76
59;62;94
85;32;11
95;99;70
61;60;95
62;18;35
59;80;28
86;50;34
11;24;34
53;84;52
16;82;29
21;60;21
56;91;94
63;55;14
86;74;64
30;89;50
31;45;11
51;11;62
68;15;77
93;16;89
39;35;49
65;39;32
47;47;91
69;62;89
47;44;18
80;10;53
79;65;55
33;80;88
21;16;33
86;72;35
79;47;12
78;94;95
19;63;35
64;32;77
53;60;34
57;47;62
67;76;29
67;36;16
23;66;50
65;52;88
